Chord Classification
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major

bmaj7.wav
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
Ab Minor
Ab Minor
Ab Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
Eb Augmented
Eb Augmented
Eb Augmented
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major 7th
B Major 7th
B Major 7th
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major 7th
B Major 7th
B Major 7th
B Major 7th
B Major 7th
B Major 7th
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
Ab Minor
Ab Minor
Ab Minor
Eb Augmented
Eb Augmented
Eb Augmented
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
Eb Augmented
Eb Augmented
Eb Augmented
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
Eb Diminished
Eb Diminished
Eb Diminished
B Major
B Major
B Major
B Major
B Major
B Major
B Major 7th
B Major 7th
B Major 7th
B Major
B Major
B Major
B Major
B Major
B Major
B Dominant 7th
B Dominant 7th
B Dominant 7th
Ab Minor
Ab Minor
Ab Minor
B Major
B Major
B Major
B Major 7th
B Major 7th
B Major 7th
B Major 7th
B Major 7th
B Major 7th

bmin.wav
B Minor
B Minor
B Minor
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
Eb Diminished
Eb Diminished
Eb Diminished
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor

bmin7.wav
B Minor
B Minor
B Minor
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
A Diminished
A Diminished
A Diminished
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Minor
B Minor
B Minor
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Major
B Major
B Major
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Major
B Major
B Major
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Minor 7th
B Minor 7th
B Minor 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th
B Dominant 7th

bsus2.wav
B Minor
B Minor
B Minor
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Major
B Major
B Major
B Major
B Major
B Major
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Minor
B Minor
B Minor
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Minor
B Minor
B Minor
B Sus2
B Sus2
B Sus2
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Major
B Major
B Major
B Sus2
B Sus2
B Sus2
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Sus2
B Sus2
B Sus2
B Minor
B Minor
B Minor
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2
B Sus2

bsus4.wav
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
E Sus2
E Sus2
E Sus2
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
E Major
E Major
E Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
E Sus2
E Sus2
E Sus2
E Major
E Major
E Major
E Major
E Major
E Major
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
E Sus2
E Sus2
E Sus2
C Major 7th
C Major 7th
C Major 7th
E Minor
E Minor
E Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
Ab Minor
Ab Minor
Ab Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
E Major
E Major
E Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
E Minor
E Minor
E Minor
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Major
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
E Sus2
E Sus2
E Sus2
E Minor
E Minor
E Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
B Minor
E Major
E Major
E Major
E Sus2
E Sus2
E Sus2

c#7.wav
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
B Diminished
B Diminished
B Diminished
C# Major
C# Major
C# Major
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
Ab Minor
Ab Minor
Ab Minor
F Diminished
F Diminished
F Diminished
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor
C# Minor
C# Minor
C# Major
C# Major
C# Major
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Major
C# Major
C# Major
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
Ab Minor
Ab Minor
Ab Minor
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Major
C# Major
C# Major
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
Bb Minor
C# Major
C# Major
C# Major
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Augmented
C# Augmented
C# Augmented
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th

c#aug.wav
C# Major
C# Major
C# Major
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
A Major
A Major
A Major
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
F Major
F Major
F Major
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
D Minor
D Minor
D Minor
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
A Major
A Major
A Major
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
A Major
A Major
A Major
A Major
A Major
A Major
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Major
C# Major
C# Major
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented
C# Augmented

c#dim.wav
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
C# Minor 7th
C# Minor 7th
C# Minor 7th
Eb Augmented
Eb Augmented
Eb Augmented
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
C# Dominant 7th
C# Dominant 7th
C# Dominant 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
G Major
G Major
G Major
G Major
G Major
G Major
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
C# Minor 7th
C# Minor 7th
C# Minor 7th
G Major
G Major
G Major
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
G Major
G Major
G Major
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
Eb Augmented
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
C# Minor 7th
C# Minor 7th
C# Minor 7th
G Major
G Major
G Major
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished
C# Diminished

c#maj.wav
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Minor
C# Minor
C# Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Minor
C# Minor
C# Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Minor
C# Minor
C# Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
Bb Minor
Bb Minor
Bb Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major

c#maj7.wav
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
Bb Minor
Bb Minor
Bb Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
Bb Minor
Bb Minor
Bb Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
G Diminished
G Diminished
G Diminished
Bb Minor
Bb Minor
Bb Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
Ab Major
Ab Major
Ab Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
Bb Minor
Bb Minor
Bb Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
Bb Minor
Bb Minor
Bb Minor
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major
C# Major

c#min.wav
C# Minor
C# Minor
C# Minor
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
Ab Minor
Ab Minor
Ab Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor 7th
C# Minor 7th
C# Minor 7th
Ab Minor
Ab Minor
Ab Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
Ab Diminished
Ab Diminished
Ab Diminished
Ab Diminished
Ab Diminished
Ab Diminished
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Diminished
C# Diminished
C# Diminished
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor 7th
C# Minor 7th
C# Minor 7th
Ab Minor
Ab Minor
Ab Minor
Ab Minor
Ab Minor
Ab Minor
Ab Diminished
Ab Diminished
Ab Diminished
C# Minor
C# Minor
C# Minor
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
B Diminished
B Diminished
B Diminished
Ab Diminished
Ab Diminished
Ab Diminished
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Major
C# Major
C# Major
C# Minor
C# Minor
C# Minor
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
C# Minor 7th
Ab Diminished
Ab Diminished
Ab Diminished
Ab Minor
Ab Minor
Ab Minor
Ab Diminished
Ab Diminished
Ab Diminished
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C Augmented
C Augmented
C Augmented
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
Bb Diminished
Bb Diminished
Bb Diminished
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Major
C# Major
C# Major
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor
C# Minor

c#min7.wav
C# Minor
C# Minor
C# Minor
C# Minor 7th
C# Minor 7th
C# Minor 7th
Ab Minor
Ab Minor
Ab Minor
